received_date,from_name,from_address,source_domain,subject,threadId,messageId,threadUrl,list_id,list_unsubscribe,digested
45928.0,From: Glassdoor,noreply@glassdoor.com,glassdoor.com,Subject: Just in at ComeOn Group: This week's employee reviews and more,1998ccc2d9a8b915,1998ccc2d9a8b915,https://mail.google.com/mail/u/0/#all/1998ccc2d9a8b915,,"List-Unsubscribe: 
 =?us-ascii?Q?=3Chttps=3A=2F=2Fpartner-api=2Eglassdoor=2Ecom=2Femail=2FoneClickUnsubscribe=3Fk?=
 =?us-ascii?Q?ey=3Damyihog=3AJUtHZ0wgBnXc8UTRBwjBYA&email?=
 =?us-ascii?Q?Type=3DCOMPANY=5FFOLLOW&emailCategory=3DCOMPA?=
 =?us-ascii?Q?NY=5FALERTS&encryptedUserId=3DD7DF3E36E9460?=
 =?us-ascii?Q?FF1214FD0DE55AAFB07&followId=3D101051428&?=
 =?us-ascii?Q?utm=5Fmedium=3Demail&utm=5Fsource=3Dcompany-fol?=
 =?us-ascii?Q?low&utm=5Fcampaign=3Dcompany-follow&utm=5Fcon?=
 =?us-ascii?Q?tent=3Dcompany-follow-unsubscribe&utm=5Fter?=
 =?us-ascii?Q?m=3Dcfrdvarnew=3E?=",migrated-sent
45928.0,"From: ""The RoboNuggets Network (free) (Skool)""",noreply@skool.com,skool.com,"Subject: Weekly digest for Sat, Sep 20 2025",19989be22ee834f5,19989be22ee834f5,https://mail.google.com/mail/u/0/#all/19989be22ee834f5,,,migrated-sent
45928.0,From: Ajax Systems,newsletters@news.ajax.systems,news.ajax.systems,Subject: We have updated our Privacy Policy,199891070de2e2d3,199891070de2e2d3,https://mail.google.com/mail/u/0/#all/199891070de2e2d3,List-Id: <50352.broadcast>,"List-Unsubscribe: <https://esputnik.com/message-service/v1/unsubscribe/d8fd0b86-2745-48ce-af34-c39684bd2017>,
 <mailto:complain@mta1.esputnik.com?subject=unsubscribe-d8fd0b86-2745-48ce-af34-c39684bd2017>",migrated-sent
45928.0,From: Matt from FutureTools,futuretools@mail.beehiiv.com,mail.beehiiv.com,Subject: =?UTF-8?B?T3BlbkFJ4oCZcyBzdGFyIHBvd2VyIPCfpKk=?=,19986c5e2b7a0c37,19986c5e2b7a0c37,https://mail.google.com/mail/u/0/#all/19986c5e2b7a0c37,,"List-Unsubscribe: 
 =?us-ascii?Q?=3Cmailto=3A6de3cf7b-2af5-458b-b9d6-b013eedd67c7+7d52fa21-e1ac-4bd?=
 =?us-ascii?Q?9-a04c-5679d516cfda+d5ef104e-d946-453c-?=
 =?us-ascii?Q?b81e-5d4725d7d418=40unsub=2Ebeehiiv=2Ecom=3E=2C?=
 =?us-ascii?Q?_=3Chttps=3A=2F=2Ffuturetools=2Ebeehiiv=2Ecom=2Funsubscribe=2FeyJ0eXAiOiJKV1QiL?=
 =?us-ascii?Q?CJhbGciOiJIUzI1NiJ9=2EeyJzdWJzY3JpYmVyX2l?=
 =?us-ascii?Q?kIjoiN2Q1MmZhMjEtZTFhYy00YmQ5LWEwNGMtNT?=
 =?us-ascii?Q?Y3OWQ1MTZjZmRhIiwicG9zdF9pZCI6ImQ1ZWYxM?=
 =?us-ascii?Q?DRlLWQ5NDYtNDUzYy1iODFlLTVkNDcyNWQ3ZDQx?=
 =?us-ascii?Q?OCIsImxhc3RfcmVzb3VyY2VfZ3VpZCI6IlBvc3Q?=
 =?us-ascii?Q?6ZDVlZjEwNGUtZDk0Ni00NTNjLWI4MWUtNWQ0Nz?=
 =?us-ascii?Q?I1ZDdkNDE4In0=2Ec-4q5n3RqFlwv7ht1a9zDzRx-?=
 =?us-ascii?Q?odsrh70CcdFnZyna8Y=3E?=",migrated-sent
45928.0,From: Josh Kim,josh@mindstudio.ai,mindstudio.ai,Subject: =?utf-8?Q?What=E2=80=99s_new_(and_what=E2=80=99s_next)_at_MindStudio?=,199865efb24ab157,199865efb24ab157,https://mail.google.com/mail/u/0/#all/199865efb24ab157,,"List-Unsubscribe: <mailto:1axdiep8m3tgcajiibv05kewya2plzbuy8mz52-epetersons87=gmail.com@bf04x.hubspotemail.net?subject=unsubscribe>, <https://hs-46257612.s.hubspotemail.net/subscription-preferences/v2/unsubscribe-all?data=W2nXS-N30h-MYW2Ft_X62MVnqvW3SZ-QL2TKT-XW3M0Fb-3__bPNW21svgp4cL7TLW2Kxw0z2vyfFnW1NDXL82xxb0PW1BFtDq2sPN0vW2C-ks43M3-bqW2zGX_g43Xx_6W2w42qh2q_Q_tW3VztkN30HqbZW43TbyP47yZkSW1Zrjj23F7494W1Vh0H538jm4lW3df5LH2zGXRpW2Pw85Y36vddHW3NDHpQ346qYzW3hYVtc3NXq26W3D_Fl91QbRynW4cg-RP3zg7-VW38jQ_M34mlQbW36B7y62Mm3m2W4pc3cd1VcCXDW1Nx2421QsxVKW1Nwcq52HRx6mW2qS5y14kLgSHW2TKpwx2sQCvgW34f7TT3_Z-v-W2B2m4-34xv51W3N_D952HYLcgW3VHM1R1LkWR4W4htMTV3R65fpW2TK1HH4r5N-nW2PVZYD3b8PjNW3R5dLd3SJQDJW2vYs4b3VSwzNW4ckQHD2RR6sRW238tr234ppH7W3DMMlz1QB7HKW3X-SkT32y5X8W4prr1V2YDR0SW1S2LJc4fp1l1W3QTLCZ32BcJcW47R5M138j1NfW2qLdDb2Yr30VW2r4nxL2CMMszW3P7YnJ1-VzBHW253nbm2Rs_g4W20ZZxw3dbGfqW2YK2mz4rDjC_0>",migrated-sent
45928.0,From: NEXT America,newsletter@next.io,next.io,Subject: Boyd Gaming says staff data compromised in cyberattack,19985ac2df9150f6,19985ac2df9150f6,https://mail.google.com/mail/u/0/#all/19985ac2df9150f6,,"List-Unsubscribe: <mailto:1axdg2vmfd3kc5sqg28pf9yxxgtjvncwynpks6-epetersons87=gmail.com@bf03.eu1.hubspotemail.net?subject=unsubscribe>, <https://hub.next.io/hs/subscription-preferences/v2/unsubscribe-all?data=W2nVjwf3Y2x9bW3ZS-cr3C0JfhW2xMl-X4r6HkYW4pgKjt2MXSm8W2CvF3N2CswTDW3P7XZ13y_8LFW1NFHg-2zXCqbW3j6WNS2vYW1PW2MwRWS2vZnhRW3VYyRm2YvnFCW2WdW8x2-ljGmW4plrlP3V_s3SW41FHk625hrVbW49rt2649l4KlW1VxHtN3SNC-sW3_-0mC3DYFLgW41XKnn3DLvyRW3dcVyk2vCx-jW3XH7DL4pCJDtW41z_yw1ZwslBW4fsM-y2RCWh5W47mvGq1QtLvKW1Y_x8B3VZP9cW3LX9vR4t82dWW41r1-r49MBLbW32lkl41_3V-LW4hJt2Y45V-PhW25lfLD1Y_YRHW3Xw1tn36CVWVW22XgtT3j5-B7W1NnzCF1N62-HW36dxlk25k5T6W1NdcJL34FlvZW4r9D8r30H1vvW2KrTgs3SKJhWW2Tyd_X3NWcrjW30mkNs30Fm2wW4kJg8C1_n7VjW2vBlPP4rrMf2W1Z0sFN3JXv-dW30HLHC2CTy4pW1LmZqb2q_lKFW3by8Zp21jcvQW1QB_Ss22XccpW4rg_QQ4cJ3k0W3R5GKT4cH91wW30jtfM2CLWh5W1VzS3k2MMLlVW3ZM7zR1LC1WtW47N9503Vx0Z6W2-Jscw3gqVZh0>",migrated-sent
45928.0,"From: ""NEXT.io Daily Newsletter""",newsletter@next.io,next.io,"Subject: =?utf-8?Q?Several_EU_states_back_Germany=E2=80=99s_?=
 =?utf-8?Q?position_as_ECJ_hears_Tipico_case?=",199849f9677bacde,199849f9677bacde,https://mail.google.com/mail/u/0/#all/199849f9677bacde,,"List-Unsubscribe: <mailto:1axc1j11av043fbios35qmjz03whqv93mrw946-epetersons87=gmail.com@bf03.eu1.hubspotemail.net?subject=unsubscribe>, <https://hub.next.io/hs/subscription-preferences/v2/unsubscribe-all?data=W2nVjwf3Y2x58W2r6Wwt2w5c02W47vCjg2MPnX3W3DMkJ521p_3SW3JKzN63LQVn8W34BmTd2PyjgNW2WH6wz1_jSYsW3dqCxw3dqK3cW3DZ8VZ2vw9JXW3blmjj2KYXRgW3M7JNq1VcBNsW43ysqd1_qFR6W3ZYv_34fgk05W43qnd_36g9gMW3DLYgm47SjlvW2qDRZw3Hbfr3W3ZJfhQ4mDgPpW3P50Fn4knyXkW4hhnk41XygN7W4fNPTZ1VxcWxW4rgxhj3gcJlBW2FHMRP45r0bXW1NzXG03DNBy4W3H7Nng256g_FW1QbmYZ43Nb9yW2nVqGn1X10T_W1LlFjf36DFRMW2WsX9M254c2TW3CdlVF3VMw9gW4tnC-12D0pzlW2PK3_Q4tzDHkW2vSXky3j9ql8W2zVBWm2x-qQSW3CdGLR1Z6fxJW2-DK743LYVCmW47wq-M4pltD8W3c-7xf4cJqVWW3LGWSV38h5GjW2x_CLJ254CWCW2CxDPJ1V3NvVW1VhkD01Vw30RW1XvVDn2nZ57fW1XftP02zxQRwW45lSsM1VnqYKW2Pxv182Mm7pnW2KWrqk43nlYGW3gtkyX4mBD8dW1SvQlr1LvcCvW2xJT5-32s6vfW2qC9qX41JCTmW4kpr8W1LvDVV0>",migrated-sent
45929.0,"From: ""NEXT.io Daily Newsletter""",newsletter@next.io,next.io,"Subject: =?utf-8?Q?NextBet_launches_in_Australia_with_Cro?=
 =?utf-8?Q?ssBet_buyout_and_=E2=80=9Cambitious_M&A=E2=80=9D_plans?=",199944c40a1c7f19,199944c40a1c7f19,https://mail.google.com/mail/u/0/#all/199944c40a1c7f19,,"List-Unsubscribe: <mailto:1axc9u814cbtb3d2xjuzrc3l3isv1zlrotdwuy-epetersons87=gmail.com@bf03.eu1.hubspotemail.net?subject=unsubscribe>, <https://hub.next.io/hs/subscription-preferences/v2/unsubscribe-all?data=W2nVjwf3Y2x8CW32bPJc2CYfx3W3DYJD72KzWSpW3yW9Rr47kq6dW2vxRWs386Q6bW2Wrcnf34f65-W3H3XMk4rrdpDW2KXKM-1-X-NBW1BLVPX36lffVW3QNk5B1BL3KNW4kfrMm348w79W4kDrkN2FCDqcW2KS-dK3jlX70W38ndhl3P7z-PW2xJQvm1QjDZHW2PltLD2sT5fgW1QvGm82WrDGBW1SfwFF3T0wdrW2zXgMV2F-z3PW30C9Hk4cwsWnW3R5fkZ3_CpNKW3C90cP2KRGhzW1Qs_M54ppmmsW20XQsS4pyM5dW3g9wTT2PvPsxW49wgFR1BKbctW45NMyh49D18RW34fxqF2xYdv5W47MnHW3jp2z-W3h-7Hm2Ws80HW2xMlJX1NkCyYW2RC2fQ1NCcVBW45G8Q42Pv14RW3yX3Y82w3CmnW3ZWWwL43R2STW2Wg7zW2-dvsxW3QVF9734fXk7W3FfjSx4ff-21W1Q3NVN1SvsLZW1Syjmh45CfpLW3NCPWW4hd3cGW2KXcn925fjC1W1Lg3m21Z5Rm7W3yN7rb1VjbMfW2Yq9V63JYfy7W2CDDGr2z-8ZfW3dqFrG3NTtBHW34mMks3bzNdQW2zyjB-3BNNt4W4rvG5q36pbwXW4fprmW4pBsKD0>",migrated-sent
45929.0,"From: ""Blockchain.com""",newsletter@email.blockchain.com,email.blockchain.com,Subject: Highlights from the week in crypto,19995c740c917bf4,19995c740c917bf4,https://mail.google.com/mail/u/0/#all/19995c740c917bf4,,"List-Unsubscribe: <https://links.iterable.com/e/encryptedUnsubscribe?_r=b077a02c6d894ec28e56236cee81e43a&_s=3743da433c254907b17bf8c339319e43&_t=6Mfw-V2ZRv3-mzyKvHo-Gd1WiWdBUQA-jHLFmvVI3jPCjjRxMOO63UFtYj3jdNITxo9RkLuLW86dlcDyXr9nzJSxjURTOFdty3LqKuHcIZpFwuqtH59XUvm8KrI8wuYj>,<mailto:unsubscribe+15016602+19559384@unsubscribe.iterable.com>",migrated-sent
45929.0,"From: ""The Airtable Team""",team@mail.airtable.com,mail.airtable.com,Subject: AI Terms Update - Enhanced Safety Measures,199964a069bab284,199964a069bab284,https://mail.google.com/mail/u/0/#all/199964a069bab284,,,migrated-sent
